ID	Activity	TimeRepresent	Class	Star	Level	Award	ShowPosition	IsHighlight	HightlightPath	Frame	ShowPriority	DetailPath	Hard	DetailMap	DetailAwards	Text	Event	nAdvancedTime	Label	BackgroundImage1	BackgroundImage2	Luckdraw	LuckPath	LuckFrame	LuckdrawText	DailyQuest	BuffID	TotalCount	FinishType	IsDouble	ExtraReward	DoubleStartTime	DoubleEndTime	CareerEvent	ShowLevel	Map	MapTip	IconFrame	BackgroundImage3
371	霸刀·星暗长林		4	5	95		17				0			<text>text="侠士可前往霸刀山庄" font=18</text><text>text="霜林" font=186 link="NPCGuide/992"</text><text>text="参与霸刀门派事件。" font=18</text>		<text>text="       霜林围猎时曾出现了奇怪的狼，霜林中隐隐有事要发生。\\\n       据闻霜林中出现了各种机关陷阱和狼牙的密探。霸刀山庄暂停了霜林围猎，邀请各门派侠士相助探查霜林中的情况。\\\n　　侠士可在霜林南方入口处，与霸刀弟子" font=18</text><text>text="柳辰芦" font=229 link="NPCGuide/992"</text><text>text="对话了解相关事宜。" font=18</text>	4	10;	2	ui/Image/Active/活动场景/霸刀 星暗长林.tga	ui/Image/Active/ActivityFistPage/RecommendBig/霸刀 星暗长林.tga						10318	1							0~999	243	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui/Image/Active/ActivityFistPage/RecommendBig/霸刀 星暗长林.tga
372	霸刀·蛇魅狼影		4	5	95		17				0			<text>text="侠士可前往霸刀山庄的" font=18</text><text>text="霜林" font=229 link="NPCGuide/993"</text><text>text="参与霸刀门派事件。" font=18</text>		<text>text="保护张园乘坐的马车，清除霜林沿途的路障，并在最后打败蛇仙女。" font=18</text>	4	10;	2	ui/Image/Active/活动场景/霸刀 蛇魅狼影.tga	ui/Image/Active/ActivityFistPage/RecommendBig/霸刀 蛇魅狼影.tga						10319	1							0~999	243	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui/Image/Active/ActivityFistPage/RecommendBig/霸刀 蛇魅狼影.tga
373	长歌·音律之试		4	5	95		17				0			<text>text="侠士可前往" font=18</text><text>text="长歌玉林岛" font=229 link="NPCGuide/913"</text><text>text="附近参与长歌门派事件。" font=18</text>			4	10;	2	ui\Image\Active\活动场景\长歌音律之试2.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_YinLvZhiShi.tga						10319	1							0~999	213	<text>text="江贡、修为、监本、九天兵谏" font=18</text>	10	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_YinLvZhiShi.tga
374	逆改阴阳		1	5	90		25				0			<text>text="在扬州、金水镇、巴陵县、龙门荒漠、白龙口、无量山、苍山洱海、黑龙沼等地，消灭来捣乱的东瀛人。" font=18</text>		<text>text="早上7点-晚上8点，源明雅会在大唐各地打开两界之门为多多续命，届时会有来捣乱的东瀛阴阳师和忍者，各位侠士可前去为源明雅护法。顺利完成公共事件可获得奖励。" font=18</text>	4		1	ui/Image/Active/活动场景/阴阳玄奇方.tga	ui/Image/Active/ActivityFistPage/RecommendBig/阴阳玄奇.tga																	16	ui/Image/Active/ActivityFistPage/RecommendBig/阴阳玄奇.tga
375	魔王再临		1	5	90		9				0			<text>text="金水镇、巴陵县、龙门荒漠、白龙口、无量山、苍山洱海、黑龙沼等地。" font=18</text>		<text>text="安禄山会在金水镇、巴陵县、龙门荒漠、白龙口、无量山、苍山洱海、黑龙沼等地出现，参与围攻安禄山的侠士可获得丰厚奖励。\\\n另外，当安禄山打开相应地图的两界之门后，侠士可以通过两界之门前往相应地图的魂墟，击杀魂墟内的世界首领可以获取活动奖励。\\\n打开世界地图，可以查看安禄山所在地图，参与活动。" font=18</text>	4		1	ui/Image/Active/活动场景/阴阳玄奇方.tga	ui/Image/Active/ActivityFistPage/RecommendBig/阴阳玄奇.tga																	16	ui/Image/Active/ActivityFistPage/RecommendBig/阴阳玄奇.tga
378	小攻防前一小时		3		96																														500~999			25	
379	监狱消杀气		3																																				
380	勤修不辍·传功		2	3	20			0			1			<text>text="需要找一名愿意给你传功的侠士。所有秘境和野外场景皆可以传功。" font=18</text>		<text>text="1、20级以上的侠士每天可寻另一名侠士为自己传功，传功者损耗3000修为，被传功者可获得10000修为。\\\n2、师父为徒弟传功，徒弟可以额外获得当前等级80%的阅历，最高获得40万阅历。\\\n3、接受传功有20小时的间隔限制；给别人传功有1小时的调息时间。\\\n4、传功技能需要70级才能学会，可在武学界面的【江湖】分页找到。" font=18</text>	3			ui\Image\Active\活动场景\勤修不辍-传功.tga	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_QinXiuDaZuo.tga						1162	1							0~999			5	ui\Image\Active\ActivityFistPage\RecommendBig\RecommendBig_QinXiuDaZuo.tga
381	春节系统主城花灯		1																																				
383	尊师明礼	每年的春节前开放，直至元宵后结束。	1	5	20	3:100;4:100;7:100;8:100;		1	ui\Image\Helper\Help—Bg.UITex	52	0		全民参与	<text>text="侠士可回门派向" font=18</text><text>text="玄钟" font=229 link="NPCGuide/109"</text><text>text="、" font=229</text><text>text="孙思邈" font=229 link="NPCGuide/44"</text><text>text="、" font=229</text><text>text="李承恩" font=229 link="NPCGuide/994"</text><text>text="、" font=229</text><text>text="卓凤鸣" font=229 link="NPCGuide/46"</text><text>text="、" font=229</text><text>text="萧白胭" font=229 link="NPCGuide/45"</text><text>text="、" font=229</text><text>text="曲云" font=229 link="NPCGuide/107"</text><text>text="、" font=229</text><text>text="唐老太太" font=229 link="NPCGuide/138"</text><text>text="、" font=229</text><text>text="叶晖" font=229 link="NPCGuide/70"</text><text>text="、" font=229</text><text>text="郭岩" font=229 link="NPCGuide/939"</text><text>text="、" font=229</text><text>text="陆危楼" font=229 link="NPCGuide/995"</text><text>text="、" font=229</text><text>text="长孙忘情" font=229 link="NPCGuide/996"</text><text>text="、" font=229</text><text>text="杨逸飞" font=229 link="NPCGuide/997"</text><text>text="、" font=229</text><text>text="柳静海" font=229 link="NPCGuide/998"</text><text>text="拜年，获得掌门的新年祝福。" font=18</text>	<text>text="红包" font=77 link="ItemLinkInfo/5/6055"</text><text>text="、" font=18</text><text>text="精制·年" font=74 link="ItemLinkInfo/8/11005"</text><text>text="、" font=18</text><text>text="月光宝盒·己" font=77 link="ItemLinkInfo/8/81"</text><text>text="、" font=18</text><text>text="毛茸茸的皮袋·己" font=74 link="ItemLinkInfo/8/80"</text><text>text="。" font=18</text>	<text>text="1、各门派侠士可于除夕，初一，初二回本门派向掌门或代掌门拜年。\\\n2、拜年可获得掌门或代掌门送出的新春礼物。" font=168</text>	4		1	ui/Image/Active/活动场景/尊师明礼.tga	ui/Image/Active/ActivityFistPage/RecommendBig/尊师明礼.tga	0												235	0~999			16	ui/Image/Active/ActivityFistPage/RecommendBig/尊师明礼.tga
384	春回盛唐		1	5	95		9				0			<text>text="完成大战系列日常、戈壁晶矿引烽烟、茶馆日常，以及每日第一次满额完成据点贸易。\\\n" font=18</text>		<text>text="2月27日早上维护后至3月20日维护前，完成大战系列日常、戈壁晶矿引烽烟、茶馆日常，以及每日第一次满额完成据点贸易，可获得一份额外的数值奖励。\\\n2月27日维护后至本赛季结束，战阶结算速度翻倍，名剑大会精英赛每周场次翻倍。\\\n\\\n\\\n\\\n" font=18</text>	4		1	ui/Image/Active/活动场景/春回盛唐方.tga	ui/Image/Active/活动场景/春回盛唐长.tga																	16	ui/Image/Active/活动场景/春回盛唐长.tga
385	双线新服福利		1																																				
386	春回盛唐		1	5	95		9				0			<text>text="完成大战系列日常、戈壁晶矿引烽烟、茶馆日常，以及每日第一次满额完成据点贸易。\\\n" font=18</text>		<text>text="2月27日早上维护后至3月20日维护前，完成大战系列日常、戈壁晶矿引烽烟、茶馆日常，以及每日第一次满额完成据点贸易，可获得一份额外的数值奖励。\\\n2月27日维护后至本赛季结束，战阶结算速度翻倍，名剑大会精英赛每周场次翻倍。\\\n\\\n\\\n\\\n" font=18</text>	4		1	ui/Image/Active/活动场景/春回盛唐方.tga	ui/Image/Active/活动场景/春回盛唐长.tga																	16	ui/Image/Active/活动场景/春回盛唐长.tga
387	攻防前置南屏分流活动		3																																				
388	刀谷迷踪		1	5	95~95						0			<text>text="侠士可在" font=18</text><text>text="扬州" font=229 link="NPCGuide/1008"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/1010"</text><text>text="、" font=18</text><text>text="太原" font=229 link="NPCGuide/1012"</text><text>text="活动区柳筱骨处接取活动任务。" font=18</text>		<text>text="1、侠士可每日前往霸刀山庄参与刀谷迷踪公共事件，可以获得" font=18</text><text>text="风雷玉佩" font=77 link="ItemLinkInfo/5/27946"</text><text>text="。\\\n2、侠士收集足够的" font=18</text><text>text="风雷玉佩" font=77 link="ItemLinkInfo/5/27946"</text><text>text="后，可在霸刀山庄" font=18</text><text>text="柳斐" font=226 link="NPCGuide/1014"</text><text>text="处兑换1120品项链。" font=18</text>	4		1	ui/Image/Active/活动场景/霸刀刀谷迷踪.tga	ui/Image/Active/ActivityFistPage/RecommendBig/霸刀刀谷迷踪.tga														95~999			16	ui/Image/Active/ActivityFistPage/RecommendBig/霸刀刀谷迷踪.tga
389	剑阁争锋		1	5	95~95						0			<text>text="侠士可在" font=18</text><text>text="扬州" font=229 link="NPCGuide/1009"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/1011"</text><text>text="、" font=18</text><text>text="太原" font=229 link="NPCGuide/1013"</text><text>text="活动区叶松处接取指引任务。" font=18</text>		<text>text="侠士可每日前往藏剑山庄参与剑阁争锋任务，可以获得" font=18</text><text>text="游侠符" font=226 link="ItemLinkInfo/5/27947"</text><text>text="和" font=18</text><text>text="剑意令" font=226 link="ItemLinkInfo/5/27948"</text><text>text="。\\\n" font=18</text>	4		1	ui/Image/Active/活动场景/藏剑剑阁争锋.tga	ui/Image/Active/ActivityFistPage/RecommendBig/藏剑剑阁争锋.tga														95~999			16	ui/Image/Active/ActivityFistPage/RecommendBig/藏剑剑阁争锋.tga
390	攻防分流关闭		3													用于周六日早上把阵营分流活动关闭																							
391	攻防前置昆仑分流活动		3				16																																
392	分流周期性检测		3		1	0	0	0			4						3																		0~999				
393	大师赛入场时间		3																																				
394	大师赛比赛时间		3																																				
395	竞技大师赛	20:00~22:00	3	4	0						1			<text>text="玩家需先组建大师赛参赛队伍，于比赛当天12:00~24:00前往" font=18</text><text>text="成都" font=229 link="NPCGuide/1016"</text><text>text="、" font=18</text><text>text="太原" font=229 link="NPCGuide/1017"</text><text>text="、" font=18</text><text>text="扬州" font=229 link="NPCGuide/1015"</text><text>text="等主城寻找叶璃，传送往拭剑园准备。" font=18</text>		<text>text="竞技大师赛本次赛程安排为：\\\n\\\n1、海选赛阶段\\\n玩家组建海选赛队伍于" font=18</text><text>text="5月14号" font=168</text><text>text="之前" font=18</text><text>text="每周五、六、日" font=168</text><text>text="晚上" font=18</text><text>text="20:00~22:00" font=168</text><text>text="前往" font=18</text><text>text="拭剑园" font=168</text><text>text="参与匹配比赛。比赛获得队伍积分，及每周五场不占周上限的" font=18</text><text>text="双倍名剑币" font=168</text><text>text="奖励。\\\n2、正式赛报名\\\n战队需通过" font=18</text><text>text="选手实名认证" font=168</text><text>text="，由队长于" font=18</text><text>text="5月14号" font=168</text><text>text="之前到" font=18</text><text>text="官网大师赛专题网页" font=168</text><text>text="报名。海选赛结束后，根据队伍积分筛选" font=18</text><text>text="64" font=168</text><text>text="只队伍，入围下一阶段。\\\n3、线上赛阶段\\\n5月14号之后选出的64支队伍，采取单败淘汰赛制。其中64进32及32进16采用" font=18</text><text>text="三局两胜制" font=168</text><text>text="，16进8采用" font=18</text><text>text="五局三胜制" font=168</text><text>text="，产生8强进入下一环节。\\\n4、线下赛阶段\\\n采用" font=18</text><text>text="双败淘汰赛制" font=168</text><text>text="，抽签两两交战，胜者留在" font=18</text><text>text="胜者组" font=168</text><text>text="，败者掉入" font=18</text><text>text="败者组" font=168</text><text>text="。败者组失败即被淘汰。最后由胜者组和败者组的冠军决出总冠军，根据名次发放" font=18</text><text>text="比赛奖金" font=168</text><text>text="。" font=18</text>		30;	1	ui/Image/Active/活动场景/大师赛活动.tga	ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_DaShiSai.tga																	25	ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_DaShiSai.tga
397	金水市集		1	3	95~95						0			<text>text="侠士可在主城拥挤时前往金水镇参与活动．" font=18</text>		<text>text="1、当扬州、成都、太原城市游人甚多，异常拥挤时，商会将于金水镇开辟新市集，便于侠士们行走江湖之需，侠士们可前往新市集一探究竟。\\\n2、因市集新开，商人及货物数量有限，故扬州、成都、太原城市游人散去、客流正常时，金水新市集将会打烊，望侠士们周知。\\\n" font=18</text>	5		1	ui/Image/Active/活动场景/金水市集.tga	ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_JingShuiShiJi.tga														95~999			16	ui/Image/Active/ActivityFistPage/RecommendBig/RecommendBig_JingShuiShiJi.tga
398	黑戈壁矿车分流大草原		3				16																																
399	动态城镇监控		4		1	0	0	0			4						3																		0~999				
401	名剑大会开关		3	4	95			0									4																					12	
402	名剑大会散排开关		3	4	95			0									4																					12	
403	鹤羽诉情		1	5	95		9				0			<text>text="完成大战系列日常、戈壁晶矿引烽烟、茶馆日常，以及每日第一次满额完成据点贸易。\\\n" font=18</text>		<text>text="5月20日早上7:00至6月3日早上7:00，完成大战系列日常、戈壁晶矿引烽烟、茶馆日常，以及每日第一次满额完成据点贸易，可获得一个" font=18</text><text>text="鹤羽宝箱" font=74 link="ItemLinkInfo/5/28455"</text><text>text="。\\\n开启鹤羽宝箱有机会获得" font=18</text><text>text="寰灵青羽" font=74 link="ItemLinkInfo/5/28456"</text><text>text="，集齐十个寰灵青羽可兑换鹤影天青礼盒购买资格。\\\n获取购买资格后，可在运营活动－鹤羽诉情活动分页购买鹤影天青礼盒。\\\n\\\n\\\n\\\n\\\n" font=18</text>	4		1	ui/Image/Active/活动场景/403鹤羽诉情方.tga	ui/Image/Active/活动场景/403鹤羽诉情长.tga																	16	ui/Image/Active/活动场景/403鹤羽诉情长.tga
407	通用server每分刷新数据		3																																				
408	每日战场入场时间		3																																				
409	战场-浮香丘		3	4	95	0	1	0			4		15人对抗	<text>text="可前往" font=18</text><text>text="扬州" font=229 link="NPCGuide/58"</text><text>text="、" font=18</text><text>text="成都" font=229 link="NPCGuide/164"</text><text>text="或" font=18</text><text>text="太原" font=229 link="NPCGuide/860"</text><text>text="战场报名人处参加跨服战场排队。" font=18</text>		<text>text="1、满级的浩气盟、恶人谷玩家可组队或个人参与。\\\n2、中午12点~次日凌晨1点开放，12点开始时即可获得战阶积分和每日首胜额外奖励。" font=18</text>	3	30;10;0;		ui\Image\Active\活动场景\冷香丘.tga	ui\Image\Active\活动场景\冷香丘.tga					0	4122	1	1	0				0	0~999			25	ui\Image\Active\活动场景\冷香丘.tga
