id	content
5100	下，复情以归太一。天地以合，日月以明，四时以序，星辰以行，江河以流，万物以昌，好恶以节，喜怒以当。以为下则顺，以为上则明。\n　　太史公曰：至矣哉！立隆以为极，而天下莫之能益损也。本末相顺，终始相应，至文有以辨，至察有以说。天下从之者治，不从者乱；从之者安，不从者危。小人不能则也。\n
5101	礼书其七\n\n　　礼之貌诚深矣，坚白同异之察，入焉而弱。其貌诚大矣，擅作典制褊陋之说，入焉而望。其貌诚高矣，暴慢恣睢，轻俗以为高之属，入焉而队。故绳诚陈，则不可欺以曲直；衡诚县，则不可欺以轻重；规矩诚错，则不可欺以方员；君子审礼，则不可欺以诈伪。故绳者，直之至也；衡者，平之至也；规矩者，方员之至也；礼者，人道之极也。然而不法礼者不足礼，谓之无方之民；法礼足礼，谓之有方之士。礼之中，能思索，谓之能虑；能虑勿易，谓之能固。能虑能固，加好之焉，圣矣。天者，高之极也；地者，下之极也；日月者，明之极也；无穷者，广大之极也；圣人者
5102	，道之极也。\n　　以财物为用，以贵贱为文，以多少为异，以隆杀为要。文貌繁，情欲省，礼之隆也；文貌省，情欲繁，礼之杀也；文貌情欲相为内外表里，并行而杂，礼之中流也。君子上致其隆，下尽其杀，而中处其中。步骤驰骋广骛不外，是以君子之性守宫庭也。人域是域，士君子也。外是，民也。於是中焉，房皇周浃，曲得其次序，圣人也。故厚者，礼之积也；大者，礼之广也；高者，礼之隆也；明者，礼之尽也。\n　　礼因人心，非从天下。合诚饰貌，救弊兴雅。以制黎甿，以事宗社。情文可重，丰杀难假。仲尼坐树，孙通蕝野。圣人作教，罔不由者。\n
5103	春晓\n\n春眠不觉晓，\n处处闻啼鸟。\n夜来风雨声，\n花落知多少。\n
5104	夜归鹿门歌\n\n山寺钟鸣昼已昏，渔梁渡头争渡喧。\n人随沙路向江村，余亦乘舟归鹿门。\n鹿门月照开烟树，忽到庞公栖隐处。\n岩扉松径长寂寥，惟有幽人夜来去。\n
5105	宿建德江\n\n移舟泊烟渚，\n日暮客愁新。\n野旷天低树，\n江清月近人。\n
5106	与诸子登岘山\n\n人事有代谢，往来成古今。\n江山留胜迹，我辈复登临。\n水落鱼梁浅，天寒梦泽深。\n羊公碑尚在，读罢泪沾襟。\n
5107	送朱大入秦\n\n游人五陵去，\n宝剑值千金。\n分手脱相赠，\n平生一片心。\n
5108	临洞庭湖赠张丞相\n\n八月湖水平，涵虚混太清。\n气蒸云梦泽，波撼岳阳城。\n欲济无舟楫，端居耻圣明。\n坐观垂钓者，徒有羡鱼情。\n
5109	过故人庄\n\n故人具鸡黍，邀我至田家。\n绿树村边合，青山郭外斜。\n开轩面场圃，把酒话桑麻。\n待到重阳日，还来就菊花。\n
5110	留别王维\n\n寂寂竟何待，朝朝空自归。\n欲寻芳草去，惜与故人违。\n当路谁相假，知音世所稀。\n只应守寂寞，还掩故园扉。\n
5111	秦中寄远上人\n\n一丘常欲卧，三径苦无资。\n北土非吾愿，东林怀我师。\n黄金燃桂尽，壮志逐年衰。\n日夕凉风至，闻蝉但益悲。\n
5112	宴梅道士山房\n\n林卧愁春尽，开轩览物华。\n忽逢青鸟使，邀入赤松家。\n丹灶初开火，仙桃正发花。\n童颜若可驻，何惜醉流霞！\n
5113	秋登兰山寄张五\n\n北山白云里，隐者自怡悦。\n相望试登高，心随雁飞灭。\n愁因薄暮起，兴是清秋发。\n时见归村人，沙行渡头歇。\n天边树若荠，江畔洲如月。\n何当载酒来，共醉重阳节。\n
5114	宿桐庐江寄广陵旧游\n\n山暝听猿愁，沧江急夜流。\n风鸣两岸叶，月照一孤舟。\n建德非吾土，维扬忆旧游。\n还将两行泪，遥寄海西头。\n
5115	宿业师山房期丁大不至\n\n夕阳度西岭，群壑倏已螟。\n松月生夜凉，风泉满清听。\n樵人归欲尽，烟鸟栖初定。\n之子期宿来，孤琴候萝径。\n
5116	岁暮归南山\n\n北阙休上书，南山归敝庐。\n不才明主弃，多病故人疏。\n白发催年老，青阳逼岁除。\n永怀愁不寐，松月夜窗虚。\n
5117	夏日南亭怀辛大\n\n山光忽西落，池月渐东上。\n散发乘夜凉，开轩卧闲敞。\n荷风送香气，竹露滴消响。\n欲取鸣琴弹，慨无知音赏。\n感此怀故人，终霄劳梦想。\n
5118	早寒有怀\n\n木落雁南渡，北风江上寒。\n我家襄水曲，遥隔楚云端。\n乡泪客中尽，孤帆天际看。\n迷津欲有问，平海夕漫漫。\n
5119	咏鹅\n\n鹅，鹅，鹅，\n曲项向天歌。\n白毛浮绿水，\n红掌拨清波。\n
5120	易水送别\n\n此地别燕丹，\n壮士发冲冠。\n昔时人已没，\n今日水犹寒。\n
5121	在狱咏蝉·并序\n\n　　余禁所禁垣西，是法厅事也，有古槐数珠焉。虽生意可知，同殷仲文之古树，而听讼斯在，即周召伯之甘棠。每至夕照低阴，秋蝉疏引，发声幽息，有切尝闻。岂人心异于曩时，将虫响悲于前听。嗟乎，声以动容，德人以象贤。故洁其身也，禀君子达人之高行，蜕其皮也，有仙都羽化之灵姿。候时而来，顺阴阳之数，应节为变，寄藏用之机。有目斯开，不以道昏而昧其视，有翼自薄，不以俗厚而其真。吟乔树之微风，韵姿天纵，饮高秋之坠露，清畏人知。仆失路艰虞，遭时微徽。不哀伤而自怨，未摇落而先衰。闻蟪蛄之流声，悟平反之已奏，见情沿物应，哀弱羽之飘零
5122	，道寄人知，悯馀声之寂寞。非谓文墨，取代幽忧云尔。\n\n　　西陆蝉声唱，南冠客思深。\n　　堪玄鬓影，来对白头吟。\n　　露重飞难进，风多响易沉。\n　　无人信高洁，谁为表余心。\n
5123	相和歌辞·王昭君\n\n敛容辞豹尾，缄恨度龙鳞。\n金钿明汉月，玉箸染胡尘。\n古镜菱花暗，愁眉柳叶颦。\n唯有清笳曲，时闻芳树春。\n
5124	夏日游德州赠高四\n\n日观邻全赵，星临俯旧吴。\n鬲津开巨浸，稽阜镇名都。\n紫云浮剑匣，青山孕宝符。\n封疆恢霸道，问鼎竞雄图。\n神光包四大，皇威震八区。\n风烟通地轴，星象正天枢。\n天枢阴南北，地轴殊乡国。\n辟门通舜宾，比屋封尧德。\n言谢垂钩隐，来参负鼎职。\n天子不见知，群公讵相识。\n未展从东骏，空戢图南翼。\n时命欲何言，抚膺长叹息。\n叹息将如何，游人意气多。\n白雪梁山曲，寒风易水歌。\n泣魏伤吴起，思赵切廉颇。\n凄断韩王剑，生死翟公罗。\n罗悲翟公意，剑负韩王气。\n骄饵去易论，忌途良可畏。\n
5125	夙昔怀江海，平生混泾渭。\n千载契风云，一言忘贱贵。\n去去访林泉，空谷有遗贤。\n言投爵里刺，来泛野人船。\n缔交君赠缟，投分我忘筌。\n成风郢匠斫，流水伯牙弦。\n牙弦忘道术，漳滨恣闲逸。\n聊安张蔚庐，讵扫陈蕃室。\n虚室狎招寻，敬爱混浮沉。\n一诺黄金信，三复白珪心。\n霜松贞雅节，月桂朗冲襟。\n灵台万顷浚，学府九流深。\n谈玄明毁璧，拾紫陋籝金。\n鹭涛开碧海，凤彩缀词林。\n林虚星华映，水澈霞光净。\n霞水两分红，川源四望通。\n雾卷天山静，烟销太史空。\n鸟声流向薄，蝶影乱芳丛。\n柳阴低椠水，荷气上薰风。\n风月芳菲节，物华纷可悦。\n
5126	将欢促席赏，遽尔又归别。\n积水带吴门，通波连禹穴。\n赠言虽欲尽，机心庶应绝。\n潘岳本自闲，梁鸿不因热。\n一瓢欣狎道，三月聊栖拙。\n栖拙隐金华，狎道访仙查。\n放旷愚公谷，消散野人家。\n一顷南山豆，五色东陵瓜。\n野衣裁薜叶，山酒酌藤花。\n白云离望远，青溪隐路赊。\n傥忆幽岩桂，犹冀折疏麻。\n
5127	在江南赠宋五之问\n\n井络双源浚，浔阳九派长。\n沦波通地穴，输委下归塘。\n别岛笼朝蜃，连洲拥夕涨。\n韫珠澄积润，让璧动浮光。\n浮光凝折水，积润疏圆沚。\n玉轮涵地开，剑阁连星起。\n风烟标迥秀，英灵信多美。\n怀德践遗芳，端操惭谋已。\n谋已谬观光，牵迹强凄惶。\n揆拙迷三省，劳生昧两忘。\n弹随空被笑，献楚自多伤。\n一朝殊默语，千里易炎凉。\n炎凉几迁贸，川陆疲臻凑。\n积水架吴涛，连山横楚岫。\n风月虽殊昔，星河犹是旧。\n姑苏望南浦，邯郸通北走。\n北走平生亲，南浦别离津。\n潇湘一超忽，洞庭多苦辛。\n
5128	秋江无绿芷，寒汀有白蘋。\n采之将何遗，故人漳水滨。\n漳滨已辽远，江潭未旋返。\n为听短歌行，当想长洲苑。\n露金熏菊岸，风佩摇兰坂。\n蝉鸣稻叶秋，雁起芦花晚。\n晚秋云日明，亭皋风雾清。\n独负平生气，重牵摇落情。\n占星非聚德，梦月讵悬名。\n寂寥伤楚奏，凄断泣秦声。\n秦声怀旧里，楚奏悲无已。\n郢路少知音，丛台富奇士。\n温辉凌爱日，壮气惊寒水。\n一顾重风云，三冬足文史。\n文史盛纷纶，京洛多风尘。\n犹轻五车富，未重一囊贫。\n李仙非易托，苏鬼尚难因。\n不惜劳歌尽，谁为听阳春。\n
5129	晚憩田家\n\n转蓬劳远役，披薜下田家。\n山形类九折，水势急三巴。\n悬梁接断岸，涩路拥崩查。\n雾岩沦晓魄，风溆涨寒沙。\n心迹一朝舛，关山万里赊。\n龙章徒表越，闽俗本殊华。\n旅行悲泛梗，离赠折疏麻。\n唯有寒潭菊，独似故园花。\n
5130	北眺舂陵\n\n揽辔疲宵迈，驱马倦晨兴。\n既出封泥谷，还过避雨陵。\n山行明照上，谿宿密云蒸。\n登高徒欲赋，词殚独抚膺。\n
5131	叙寄员半千\n\n薄宦三河道，自负十馀年。\n不应惊若厉，只为直如弦。\n坐历山川险，吁嗟陵谷迁。\n长吟空抱膝，短翮讵冲天。\n魂归沧海上，望断白云前。\n钓名劳拾紫，隐迹自谈玄。\n不学多能圣，徒思鸿宝仙。\n斯志良难已，此道岂徒然。\n嗟为刀笔吏，耻从绳墨牵。\n岐路情虽狎，人伦地本偏。\n长揖谢时事，独往访林泉。\n寄言二三子，生死不来旋。\n
5132	咏怀古意上裴侍郎\n\n三十二馀罢，鬓是潘安仁。\n四十九仍入，年非朱买臣。\n纵横愁系越，坎壈倦游秦。\n出笼穷短翮，委辙涸枯鳞。\n穷经不沾用，弹铗欲谁申。\n天子未驱策，岁月几沉沦。\n轻生长慷慨，效死独殷勤。\n徒歌易水客，空老渭川人。\n一得视边塞，万里何苦辛。\n剑匣胡霜影，弓开汉月轮。\n金刀动秋色，铁骑想风尘。\n为国坚诚款，捐躯忘贱贫。\n勒功思比宪，决略暗欺陈。\n若不犯霜雪，虚掷玉京春。\n
5133	帝京篇\n\n山河千里国，城阙九重门。\n不睹皇居壮，安知天子尊。\n皇居帝里崤函谷，鹑野龙山侯甸服。\n五纬连影集星躔，八水分流横地轴。\n秦塞重关一百二，汉家离宫三十六。\n桂殿嶔岑对玉楼，椒房窈窕连金屋。\n三条九陌丽城隈，万户千门平旦开。\n复道斜通鳷鹊观，交衢直指凤凰台。\n剑履南宫入，簪缨北阙来。\n声名冠寰宇，文物象昭回。\n钩陈肃兰戺，璧沼浮槐市。\n铜羽应风回，金茎承露起。\n校文天禄阁，习战昆明水。\n朱邸抗平台，黄扉通戚里。\n平台戚里带崇墉，炊金馔玉待鸣钟。\n小堂绮帐三千户，大道青楼十二重。\n宝盖雕鞍金络马，兰窗绣柱玉盘龙。\n绣柱璇题粉壁映，锵金鸣玉王侯盛。\n
5134	王侯贵人多近臣，朝游北里暮南邻。\n陆贾分金将宴喜，陈遵投辖正留宾。\n赵李经过密，萧朱交结亲。\n丹凤朱城白日暮，青牛绀幰红尘度。\n侠客珠弹垂杨道，倡妇银钩采桑路。\n倡家桃李自芳菲，京华游侠盛轻肥。\n延年女弟双凤入，罗敷使君千骑归。\n同心结缕带，连理织成衣。\n春朝桂尊尊百味，秋夜兰灯灯九微。\n翠幌珠帘不独映，清歌宝瑟自相依。\n且论三万六千是，宁知四十九年非。\n古来荣利若浮云，人生倚伏信难分。\n始见田窦相移夺，俄闻卫霍有功勋。\n未厌金陵气，先开石椁文。\n朱门无复张公子，灞亭谁畏李将军。\n相顾百龄皆有待，居然万化咸应改。\n桂枝芳气已销亡，柏梁高宴今何在。\n春去春来苦自驰，争名争利徒尔为。\n久留郎署终难遇，空扫相门谁见知。\n当时一旦擅豪华，自言千载长骄奢。\n
